Time;mod0 Pos.x;mod0 Pos.y;mod0 Pos.z;mod0 Angle;mod1 Pos.x;mod1 Pos.y;mod1 Pos.z;mod1 Angle;mod2 Pos.x;mod2 Pos.y;mod2 Pos.z;mod2 Angle;mod3 Pos.x;mod3 Pos.y;mod3 Pos.z;mod3 Angle;mod4 Pos.x;mod4 Pos.y;mod4 Pos.z;mod4 Angle;sMod0 distanceSensor4;sMod0 forceSensor;sMod1 forceSensor;sMod2 forceSensor;sMod3 forceSensor;sMod4 forceSensor;sMod5 forceSensor
207.312927246094;-0.00124712156120417;11.9988640885085;-0.98999823315156;-2.04415971637424E-13;-0.00308056412150744;11.9985785034896;-1.96019011939146;-3.49775768320337E-13;-0.00497380830866737;11.9982924169825;-2.9303745229748;6.7745974895854E-14;-0.00696430800969632;11.9979765688865;-3.90055018275555;2.36310966563538E-13;-0.00920208724748109;11.997736295599;-4.87071342195064;2.80176469891498E-13;3.05;3.2334743536571E-06;2.4442375045719E-06;7.89643965101875E-07;-6.33206407028163E-07;-2.38555571327745E-06;-3.54158431198516E-06
207.371673583984;0.00116487284755856;11.972734973064;0.00999911137727727;-2.4135435356717E-14;0.00284699564439453;11.9729900656787;-0.960207772505404;-2.89768482144478E-14;0.00449683455001542;11.9732491239241;-1.93042016091636;8.28004770761359E-15;0.00611490051572081;11.9734987080361;-2.90063772119625;4.74064958570155E-14;0.00774534331502022;11.9738034665971;-3.87086097229341;4.04700703923016E-14;3.05;-2.49915937979264E-07;-1.3829280252531E-07;-5.02667585466948E-08;5.00466124182213E-08;1.3453573001039E-07;2.5372746693476E-07
207.432662963867;0.00118221361880925;11.9109436667143;0.00999911753594246;-3.09104104951716E-15;0.00289867397826548;11.9112066064636;-0.960208027418506;-6.55034804329377E-15;0.00460474778901199;11.9114670672272;-1.93042110439882;9.69333404797783E-16;0.00630748103357987;11.9117367030496;-2.90064011515565;2.33143613964541E-15;0.00807424259868999;11.9120462594143;-3.87086620278082;3.68932580261356E-15;3.05;-2.26317192271582E-08;-1.51013205318737E-08;-4.73963101590577E-09;4.42117463640424E-09;1.51828775170856E-08;2.26294099632154E-08
207.493927001953;0.00119618610127022;11.8138488108273;0.00999909335724408;-3.78466704760967E-16;0.00297543746725629;11.8141277551246;-0.960208479758258;-1.77638975374401E-15;0.00482639558385229;11.8143974798479;-1.93042321398713;1.22396093787763E-16;0.0067614076235821;11.8146969332239;-2.90064613650036;5.55078593832921E-16;0.00888739899303507;11.81495844227;-3.87087998881542;3.14977364054796E-16;3.05;-1.84918751114822E-09;-1.69433360021225E-09;-4.99933439163091E-10;3.50852688084211E-10;1.69981810207649E-09;2.04092303178661E-09
207.553344726563;0.00122941030227749;11.6814522050407;0.00999901585785457;-4.45707693563665E-17;0.00308174413368048;11.6816192879888;-0.96020902940237;-1.44332295802584E-15;0.0050831824385418;11.682078944067;-1.93042586652086;2.32329487626902E-17;0.00720700071911678;11.6823258477719;-2.9006523995797;6.66100788761957E-16;0.00970132880225346;11.6826020239348;-3.87089520791498;3.05867127246792E-17;3.05;-1.23634438785703E-10;-1.93223219524638E-10;-5.59996506137826E-11;2.39364089459388E-11;1.8403057267527E-10;1.86295427696129E-10
207.613052368164;0.00130666788147986;11.5129761131127;0.00999847127863013;-7.11958147915451E-18;0.00313391459160491;11.5135901731476;-0.960209241117633;-1.22127836881724E-15;0.00545746390741162;11.5160157132326;-1.93043506333414;2.86709304761552E-17;0.00742414699821518;11.5156040346109;-2.90065854727766;7.77123075508041E-16;0.0111541163838986;11.5187432574364;-3.87095033677532;3.33368554100755E-17;3.05;-7.10542751641968E-13;-2.30038215844087E-11;-9.01501116145747E-12;1.55431226921681E-12;2.38475911019836E-11;2.09610111734381E-11
207.674057006836;0.000975362525715146;11.3152926592042;0.00997751260844176;9.67930563657753E-20;0.00302599964898187;11.3105925238742;-0.960208576349744;-1.44332297622381E-15;0.00610543070499632;11.3105925244488;-1.9304366725762;3.84004303628806E-17;0.0062877515246928;11.3269758678239;-2.90090741482074;6.66100771391164E-16;0.0162133798936591;11.2673004960308;-3.87294100554541;1.2194072155477E-16;3.05;-6.92779182850919E-12;1.46549442526156E-12;3.55271375820984E-13;-1.1546319714182E-12;-7.10542751641968E-13;2.3092639428364E-12
207.737045288086;0.0047069396860476;11.1092251410904;0.00861233768601488;1.95342366064511E-17;0.000624995779269348;11.0722909355968;-0.960199810193101;-1.3323006737613E-15;0.0163254049076104;11.2192554602686;-1.95276469158602;4.37360178698595E-17;-0.00130267340788168;11.1935583376883;-2.91552976646623;7.77123070544957E-16;-0.00840589586385255;10.8487157415637;-3.92364895405516;1.5205381547612E-16;3.05;1.77635687910492E-13;3.55271375820984E-13;-2.75335316261263E-12;-1.33226765932869E-12;2.66453531865738E-13;1.50990334723918E-12
207.791076660156;-0.0191533142662976;10.5439713018277;-0.0601693905068483;3.30071583819096E-17;0.0027343303796807;10.7986854083153;-0.960206896207396;-1.44332297705099E-15;0.16451781562242;11.1764124115536;-2.14710414290417;5.41211674764765E-17;-0.0054684191683763;11.1986614858297;-3.1006173129616;4.44056164811772E-16;0.0112276444632185;11.2985593343121;-4.37079934556902;2.60086799184444E-16;3.05;8.8817843955246E-14;1.1546319714182E-12;2.75335316261263E-12;-8.8817843955246E-13;1.77635687910492E-13;1.24344981537344E-12
207.853042602539;-0.0721534540098804;10.4897759414551;0.00476704629672176;1.54172612972576E-17;-0.195874698779458;10.4897759420297;-1.00016343854061;-1.11025606883627E-15;0.500000000009114;10.4897759426043;-2.43039939490197;6.49440385225848E-17;-0.0423279703979623;10.9879810641928;-3.4005993702355;2.22011561541102E-16;0.00854368181377935;10.9897029440537;-4.37079934556902;3.35558696028441E-16;3.3;2.39808178679164E-12;-3.73034944612033E-12;3.99680297798607E-12;2.13162825492591E-12;5.32907063731476E-13;-9.76996283507707E-13
